OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,Shape__Length
366,4_336192_68__140_I,20240628,4,336192,004,4,1,1,68,,140,15,TI,I,ARTURO SORIA,28,079,MADRID,A,Calle de Arturo Soria N 172,20070410,20070411,,756.004,22.42,4,93,74,,,4__4_____1_IT_1_4_68__140_TI_I_15,,,,4__4___,756.001351083549
367,4_336193_68__141_I,20240628,4,336193,004,4,2,1,68,,141,9,TI,I,ARTURO SORIA,28,079,MADRID,A,Calle de Arturo Soria N 172,20070410,20070411,,829.154,22.42,4,93,74,,,4__4_____2_IT_1_4_68__141_TI_I_9,,,,4__4___,829.150910342575
368,4_336192_69__142_I,20240628,4,336192,004,4,1,1,69,,142,16,TI,I,ESPERANZA,28,079,MADRID,A,Calle de Andorra N 51,20070410,20070411,,832.943,22.42,4,93,207,,,4__4_____1_IT_1_4_69__142_TI_I_16,,,,4__4___,832.940395943343
369,4_336193_69__143_I,20240628,4,336193,004,4,2,1,69,,143,8,TI,I,ESPERANZA,28,079,MADRID,A,Calle de Andorra N 51,20070410,20070411,,1287.101,22.42,4,93,207,,,4__4_____2_IT_1_4_69__143_TI_I_8,,,,4__4___,1287.09919424862
370,4_336192_70__144_I,20240628,4,336192,004,4,1,1,70,,144,17,TI,I,CANILLAS,28,079,MADRID,A,Avda de Machupichu N 64,20070410,20070411,,1279.047,22.42,4,93,164,,,4__4_____1_IT_1_4_70__144_TI_I_17,,,,4__4___,1279.0454593431
371,4_336193_70__145_I,20240628,4,336193,004,4,2,1,70,,145,7,TI,I,CANILLAS,28,079,MADRID,A,Avda de Machupichu N 64,20070410,20070411,,638.828,22.42,4,93,164,,,4__4_____2_IT_1_4_70__145_TI_I_7,,,,4__4___,638.832812423151
372,4_336192_71__146_I,20240628,4,336192,004,4,1,1,71,,146,18,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta del Mar de Cristal N 1B,20070410,20070411,,638.119,22.42,4,92,79,,,4__4_____1_IT_1_4_71__146_TI_I_18,,,,4__4___,638.123431185889
373,4_336193_71__147_I,20240628,4,336193,004,4,2,1,71,,147,6,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta del Mar de Cristal N 1B,20070410,20070411,,473.475,22.42,4,92,79,,,4__4_____2_IT_1_4_71__147_TI_I_6,,,,4__4___,473.478514359607
374,4_336192_72__148_I,20240628,4,336192,004,4,1,1,72,,148,19,TI,I,SAN LORENZO,28,079,MADRID,A,Avda de la Barranquilla N 9,20070410,20070411,,475.162328033171,22.42,4,93,337,,,4__4_____1_IT_1_4_72__148_TI_I_19,,,,4__4___,475.165076871933
375,4_336193_72__149_I,20240628,4,336193,004,4,2,1,72,,149,5,TI,I,SAN LORENZO,28,079,MADRID,A,Avda de la Barranquilla N 9,20070410,20070411,,695.369,22.42,4,93,337,,,4__4_____2_IT_1_4_72__149_TI_I_5,,,,4__4___,695.370732698822
376,4_336192_73__150_I,20240628,4,336192,004,4,1,1,73,,150,20,TI,I,PARQUE DE SANTA MARIA,28,079,MADRID,A,Calle de Santa Virgilia N 1,20070410,20070411,,688.716995836895,22.42,4,93,291,,,4__4_____1_IT_1_4_73__150_TI_I_20,,,,4__4___,688.717992354285
377,4_336193_73__151_I,20240628,4,336193,004,4,2,1,73,,151,4,TI,I,PARQUE DE SANTA MARIA,28,079,MADRID,A,Calle de Santa Virgilia N 1,20070410,20070411,,776.977425687897,22.42,4,93,291,,,4__4_____2_IT_1_4_73__151_TI_I_4,,,,4__4___,776.975325347226
378,4_336230_47__98_I,20240628,4,336230,003,3,1,1,47,,98,12,TI,I,LAVAPIES,28,079,MADRID,A,Plaza de Lavapiés N 7,20070419,20070421,,456.290867837189,24.99,4,93,258,,,4__3_____1_IT_1_4_47__98_TI_I_12,,,,4__3___,456.292301814253
379,4_336231_47__99_I,20240628,4,336231,003,3,2,1,47,,99,7,TI,I,LAVAPIES,28,079,MADRID,A,Plaza de Lavapiés N 7,20070419,20070421,,951.423314994689,24.99,4,93,258,,,4__3_____2_IT_1_4_47__99_TI_I_7,,,,4__3___,951.427960556091
380,4_336230_50__104_I,20240628,4,336230,003,3,1,1,50,,104,15,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20070419,20070421,,566.674148102291,24.99,4,92,64,,,4__3_____1_IT_1_4_50__104_TI_I_15,,,,4__3___,566.674084745411
381,4_336231_50__105_I,20240628,4,336231,003,3,2,1,50,,105,4,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Plaza de España N 1,20070419,20070421,,460.924788090876,24.99,4,92,64,,,4__3_____2_IT_1_4_50__105_TI_I_4,,,,4__3___,460.926576464542
382,4_336192_55__114_I,20240628,4,336192,004,4,1,1,55,,114,2,TI,I,SAN BERNARDO,28,079,MADRID,A,Gta de Ruiz Jiménez N 5,20070410,20070411,,814.147899981132,22.42,4,93,325,,,4__4_____1_IT_1_4_55__114_TI_I_2,,,,4__4___,814.144014874258
383,4_336193_55__115_I,20240628,4,336193,004,4,2,1,55,,115,22,TI,I,SAN BERNARDO,28,079,MADRID,A,Gta de Ruiz Jiménez N 5,20070410,20070411,,389.8528,22.42,4,93,325,,,4__4_____2_IT_1_4_55__115_TI_I_22,,,,4__4___,389.851183279539
384,4_336192_58__120_I,20240628,4,336192,004,4,1,1,58,,120,5,TI,I,COLON,28,079,MADRID,A,Plaza de Colón N 2,20070410,20070411,,369.364,22.42,4,92,67,,,4__4_____1_IT_1_4_58__120_TI_I_5,,,,4__4___,369.364561760623
385,4_336193_58__121_I,20240628,4,336193,004,4,2,1,58,,121,19,TI,I,COLON,28,079,MADRID,A,Plaza de Colón N 2,20070410,20070411,,500.779,22.42,4,92,67,,,4__4_____2_IT_1_4_58__121_TI_I_19,,,,4__4___,500.777623785069
386,4_367770_20__43_I,20240628,4,367770,001,1,1,1,20,,43,23,TI,I,NUEVA NUMANCIA,28,079,MADRID,A,Avda de la Albufera N 70,20220217,20220131,,471.776320047248,22.96,4,93,281,,,4__1_____1_IT_1_4_20__43_TI_I_23,,,,4__1___,471.777072409025
387,4_367771_20__44_I,20240628,4,367771,001,1,2,1,20,,44,11,TI,I,NUEVA NUMANCIA,28,079,MADRID,A,Avda de la Albufera N 70,20220217,20220131,,579.662268205629,22.96,4,93,281,,,4__1_____2_IT_1_4_20__44_TI_I_11,,,,4__1___,579.66313177806
388,4_367771_23__50_I,20240628,4,367771,001,1,2,1,23,,50,8,TI,I,ALTO DEL ARENAL,28,079,MADRID,A,Calle de Santillana del Mar N 21,20220217,20220131,,627.63554515778,22.96,4,93,137,,,4__1_____2_IT_1_4_23__50_TI_I_8,,,,4__1___,627.636034521994
389,4_367770_23__49_I,20240628,4,367770,001,1,1,1,23,,49,26,TI,I,ALTO DEL ARENAL,28,079,MADRID,A,Calle de Santillana del Mar N 21,20220217,20220131,,654.793467862784,22.96,4,93,137,,,4__1_____1_IT_1_4_23__49_TI_I_26,,,,4__1___,654.79267320485
390,4_344339_37__78_I,20240628,4,344339,002,2,1,1,37,,78,15,TI,I,SANTO DOMINGO,28,079,MADRID,A,Calle de San Bernardo N 11,20110311,20110316,,436.102,24.22,4,91,62,,,4__2_____1_IT_1_4_37__78_TI_I_15,,,,4__2___,436.102910598361
391,4_344340_37__79_I,20240628,4,344340,002,2,2,1,37,,79,6,TI,I,SANTO DOMINGO,28,079,MADRID,A,Calle de San Bernardo N 11,20110311,20110316,,403.827,24.22,4,91,62,,,4__2_____2_IT_1_4_37__79_TI_I_6,,,,4__2___,403.829886825745
392,4_344339_40__84_I,20240628,4,344339,002,2,1,1,40,,84,18,TI,I,QUEVEDO,28,079,MADRID,A,Gta de Quevedo N 1,20110311,20110316,,296.626,24.22,4,93,309,,,4__2_____1_IT_1_4_40__84_TI_I_18,,,,4__2___,296.627406651209
393,4_344340_40__85_I,20240628,4,344340,002,2,2,1,40,,85,3,TI,I,QUEVEDO,28,079,MADRID,A,Gta de Quevedo N 1,20110311,20110316,,707.45,24.22,4,93,309,,,4__2_____2_IT_1_4_40__85_TI_I_3,,,,4__2___,707.454033554078
394,4_344339_42__89_T,20240628,4,344339,002,2,1,1,42,,89,20,TI,T,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 10,20110311,20110316,,748.273,24.22,4,91,40,,,4__2_____1_IT_1_4_42__89_TI_T_20,,,,4__2___,748.277080802905
395,4_344339_30__64_I,20240628,4,344339,002,2,1,1,30,,64,8,TI,I,GOYA,28,079,MADRID,A,Calle de Alcalá N 96,20110311,20110316,,631.042,24.22,4,91,61,,,4__2_____1_IT_1_4_30__64_TI_I_8,,,,4__2___,631.040957147202
396,4_344340_30__65_I,20240628,4,344340,002,2,2,1,30,,65,13,TI,I,GOYA,28,079,MADRID,A,Calle de Alcalá N 96,20110311,20110316,,408.935,24.22,4,91,61,,,4__2_____2_IT_1_4_30__65_TI_I_13,,,,4__2___,408.935008133562
397,4_344339_33__70_I,20240628,4,344339,002,2,1,1,33,,70,11,TI,I,BANCO DE ESPAÑA,28,079,MADRID,A,Calle de Alcalá N 49,20110311,20110316,,747.072,24.22,4,92,60,,,4__2_____1_IT_1_4_33__70_TI_I_11,,,,4__2___,747.069356060405
398,4_344340_33__71_I,20240628,4,344340,002,2,2,1,33,,71,10,TI,I,BANCO DE ESPAÑA,28,079,MADRID,A,Calle de Alcalá N 49,20110311,20110316,,450.957,24.22,4,92,60,,,4__2_____2_IT_1_4_33__71_TI_I_10,,,,4__2___,450.955712023412
399,4_344339_34__72_I,20240628,4,344339,002,2,1,1,34,,72,12,TI,I,SEVILLA,28,079,MADRID,A,Calle de Alcalá N 23,20110311,20110316,,450.157,24.22,4,92,345,,,4__2_____1_IT_1_4_34__72_TI_I_12,,,,4__2___,450.155670051763
400,4_344340_34__73_I,20240628,4,344340,002,2,2,1,34,,73,9,TI,I,SEVILLA,28,079,MADRID,A,Calle de Alcalá N 23,20110311,20110316,,339.367,24.22,4,92,345,,,4__2_____2_IT_1_4_34__73_TI_I_9,,,,4__2___,339.366009007058
401,4_331723_237__2_C,20240628,4,331723,ROP,R,2,1,237,,2,2,TI,C,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20030214,19941223,,980.626,19.001,4,92,31,,,4__R_____2_IT_1_4_237__2_TI_C_2,,,,4__R___,980.62384230812
402,4_367770_3__9_I,20240628,4,367770,001,1,1,1,3,,9,6,TI,I,TETUAN,28,079,MADRID,A,Calle de Bravo Murillo N 264,20220217,20220131,,560.104415828306,22.96,4,93,348,,,4__1_____1_IT_1_4_3__9_TI_I_6,,,,4__1___,560.104656700331
403,4_367771_3__10_I,20240628,4,367771,001,1,2,1,3,,10,28,TI,I,TETUAN,28,079,MADRID,A,Calle de Bravo Murillo N 264,20220217,20220131,,756.859637435045,22.96,4,93,348,,,4__1_____2_IT_1_4_3__10_TI_I_28,,,,4__1___,756.860659362701
404,4_367770_5__13_I,20240628,4,367770,001,1,1,1,5,,13,8,TI,I,ALVARADO,28,079,MADRID,A,Calle de Bravo Murillo N 138,20220217,20220131,,537.532393180297,22.96,4,93,136,,,4__1_____1_IT_1_4_5__13_TI_I_8,,,,4__1___,537.534995747335
405,4_367771_5__14_I,20240628,4,367771,001,1,2,1,5,,14,26,TI,I,ALVARADO,28,079,MADRID,A,Calle de Bravo Murillo N 138,20220217,20220131,,450.806719380189,22.96,4,93,136,,,4__1_____2_IT_1_4_5__14_TI_I_26,,,,4__1___,450.808948951191
406,4_367770_8__19_I,20240628,4,367770,001,1,1,1,8,,19,11,TI,I,IGLESIA,28,079,MADRID,A,Gta del Pintor Sorolla N 2,20220217,20220131,,744.950392363964,22.96,4,93,237,,,4__1_____1_IT_1_4_8__19_TI_I_11,,,,4__1___,744.954068834257
407,4_367771_8__20_I,20240628,4,367771,001,1,2,1,8,,20,23,TI,I,IGLESIA,28,079,MADRID,A,Gta del Pintor Sorolla N 2,20220217,20220131,,711.176805071924,22.96,4,93,237,,,4__1_____2_IT_1_4_8__20_TI_I_23,,,,4__1___,711.178182767874
408,4_359789_159__334_I,20240628,4,359789,008,8,2,1,159,,334,3,TI,I,AEROPUERTO T1-T2-T3,28,079,MADRID,A,Avda de la Hispanidad N SN,20170622,20170626,,1434.89,43.29,4,90,34,,,4__8_____2_IT_1_4_159__334_TI_I_3,,,,4__8___,1434.89890364606
409,4_359788_159__333_I,20240628,4,359788,008,8,1,1,159,,333,6,TI,I,AEROPUERTO T1-T2-T3,28,079,MADRID,A,Avda de la Hispanidad N SN,20170622,20170626,,4057.627,43.29,4,90,34,,,4__8_____1_IT_1_4_159__333_TI_I_6,,,,4__8___,4057.63051893847
410,4_359789_160__336_I,20240628,4,359789,008,8,2,1,160,,336,2,TI,I,BARAJAS,28,079,MADRID,A,Cmno  Viejo de Hortaleza N 10,20170622,20170626,,2088.516,43.29,4,92,37,,,4__8_____2_IT_1_4_160__336_TI_I_2,,,,4__8___,2088.53036338435
411,4_359788_160__335_I,20240628,4,359788,008,8,1,1,160,,335,7,TI,I,BARAJAS,28,079,MADRID,A,Cmno  Viejo de Hortaleza N 10,20170622,20170626,,1430.526,43.29,4,92,37,,,4__8_____1_IT_1_4_160__335_TI_I_7,,,,4__8___,1430.53414520873
412,4_335631_99__203_I,20240628,4,335631,005,5,1,1,99,,203,28,TI,I,EUGENIA DE MONTIJO,28,079,MADRID,A,Calle de Ocaña N 86,20061123,20061124,,589.297,23.38,4,93,213,,,4__5_____1_IT_1_4_99__203_TI_I_28,,,,4__5___,589.296700921228
413,4_335632_99__204_I,20240628,4,335632,005,5,2,1,99,,204,5,TI,I,EUGENIA DE MONTIJO,28,079,MADRID,A,Calle de Ocaña N 86,20061123,20061124,,923.604,23.38,4,93,213,,,4__5_____2_IT_1_4_99__204_TI_I_5,,,,4__5___,923.599740717836
414,4_367770_21__45_I,20240628,4,367770,001,1,1,1,21,,45,24,TI,I,PORTAZGO,28,079,MADRID,A,Avda de la Albufera N 131,20220217,20220131,,579.104597017921,22.96,4,93,302,,,4__1_____1_IT_1_4_21__45_TI_I_24,,,,4__1___,579.105507642714
415,4_367771_21__46_I,20240628,4,367771,001,1,2,1,21,,46,10,TI,I,PORTAZGO,28,079,MADRID,A,Avda de la Albufera N 131,20220217,20220131,,560.578807090878,22.96,4,93,302,,,4__1_____2_IT_1_4_21__46_TI_I_10,,,,4__1___,560.578264960889
416,4_336230_52__108_I,20240628,4,336230,003,3,1,1,52,,108,17,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20070419,20070421,,459.764248973149,24.99,4,93,68,,,4__3_____1_IT_1_4_52__108_TI_I_17,,,,4__3___,459.765984733503
417,4_336231_52__109_I,20240628,4,336231,003,3,2,1,52,,109,2,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20070419,20070421,,626.814230740029,24.99,4,93,68,,,4__3_____2_IT_1_4_52__109_TI_I_2,,,,4__3___,626.815466869069
418,4_336192_67__138_I,20240628,4,336192,004,4,1,1,67,,138,14,TI,I,AVENIDA DE LA PAZ,28,079,MADRID,A,Avda de Ramón y Cajal N 107,20070410,20070411,,636.081,22.42,4,93,149,,,4__4_____1_IT_1_4_67__138_TI_I_14,,,,4__4___,636.080696777094
419,4_336193_67__139_I,20240628,4,336193,004,4,2,1,67,,139,10,TI,I,AVENIDA DE LA PAZ,28,079,MADRID,A,Avda de Ramón y Cajal N 107,20070410,20070411,,756.615,22.42,4,93,149,,,4__4_____2_IT_1_4_67__139_TI_I_10,,,,4__4___,756.613238880402
420,4_335631_82__168_I,20240628,4,335631,005,5,1,1,82,,168,11,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Juan Bravo N 58,20061123,20061124,,874.875,23.38,4,92,66,,,4__5_____1_IT_1_4_82__168_TI_I_11,,,,4__5___,874.873210999824
421,4_335632_82__169_I,20240628,4,335632,005,5,2,1,82,,169,22,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Juan Bravo N 58,20061123,20061124,,669.789,23.38,4,92,66,,,4__5_____2_IT_1_4_82__169_TI_I_22,,,,4__5___,669.787051423702
422,4_335631_88__180_I,20240628,4,335631,005,5,1,1,88,,180,17,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20061123,20061124,,342.86,23.38,4,91,62,,,4__5_____1_IT_1_4_88__180_TI_I_17,,,,4__5___,342.8588511455
423,4_335632_88__181_I,20240628,4,335632,005,5,2,1,88,,181,16,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20061123,20061124,,503.235,23.38,4,91,62,,,4__5_____2_IT_1_4_88__181_TI_I_16,,,,4__5___,503.235461747798
424,4_362764_114__238_I,20240628,4,362764,061,6-1,1,1,114,,238,12,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20181129,20181201,,829.986,25.65,4,93,324,,,4__6_1____1_IT_1_4_114__238_TI_I_12,,,,4__6_1__,829.814199295135
425,4_362765_114__239_I,20240628,4,362765,062,6-2,1,1,114,,239,18,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20181129,20181201,,760.218,25.57,4,93,324,,,4__6_2____1_IT_1_4_114__239_TI_I_18,,,,4__6_2__,760.222958210768
426,4_362764_124__261_I,20240628,4,362764,061,6-1,1,1,124,,261,22,TI,I,CIUDAD UNIVERSITARIA,28,079,MADRID,A,Avda  Complutense N 1,20181129,20181201,,684.284,25.65,4,92,70,,,4__6_1____1_IT_1_4_124__261_TI_I_22,,,,4__6_1__,684.282217804385
427,4_362765_124__262_I,20240628,4,362765,062,6-2,1,1,124,,262,8,TI,I,CIUDAD UNIVERSITARIA,28,079,MADRID,A,Avda  Complutense N 1,20181129,20181201,,1309.177,25.57,4,92,70,,,4__6_2____1_IT_1_4_124__262_TI_I_8,,,,4__6_2__,1309.18025923444
428,4_363175_143__301_I,20240628,4,363175,071,7a,1,1,143,,301,13,TI,I,ALONSO CANO,28,079,MADRID,A,Calle de José Abascal N 18,20190308,20190323,,624.335,27.77,4,93,131,,,4__7_A____1_IT_1_4_143__301_TI_I_13,,,,4__7_A__,624.332053835914
429,4_363176_143__302_I,20240628,4,363176,071,7a,2,1,143,,302,12,TI,I,ALONSO CANO,28,079,MADRID,A,Calle de José Abascal N 18,20190308,20190323,,479.918,27.77,4,93,131,,,4__7_A____2_IT_1_4_143__302_TI_I_12,,,,4__7_A__,479.915833311176
430,4_354329_171__357_I,20240628,4,354329,091,9A,1,1,171,,357,13,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Plaza del Marqués de Salamanca N 9,20150325,20150325,,728.078,26.81,4,93,283,,,4__9_A____1_IT_1_4_171__357_TI_I_13,,,,4__9_A__,728.082476938867
431,4_354330_171__358_I,20240628,4,354330,091,9A,2,1,171,,358,12,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Plaza del Marqués de Salamanca N 9,20150325,20150325,,825.708,26.81,4,93,283,,,4__9_A____2_IT_1_4_171__358_TI_I_12,,,,4__9_A__,825.713277683296
432,4_336280_190__397_I,20240628,4,336280,101,10a,1,1,190,,397,5,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 216,20070425,20070426,,840.409633712516,31.12,4,90,21,,,4__10_A____1_IT_1_4_190__397_TI_I_5,,,,4__10_A__,840.410413692099
433,4_336281_190__398_I,20240628,4,336281,101,10a,2,1,190,,398,17,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 216,20070425,20070426,,918.812,31.12,4,90,21,,,4__10_A____2_IT_1_4_190__398_TI_I_17,,,,4__10_A__,918.816437838575
434,4_363175_135__283_I,20240628,4,363175,071,7a,1,1,135,,283,5,TI,I,GARCIA NOBLEJAS,28,079,MADRID,A,Calle de Luis del Campo N 1,20190308,20190323,,809.035,27.77,4,93,65,,,4__7_A____1_IT_1_4_135__283_TI_I_5,,,,4__7_A__,809.035928150752
435,4_363176_135__284_I,20240628,4,363176,071,7a,2,1,135,,284,20,TI,I,GARCIA NOBLEJAS,28,079,MADRID,A,Calle de Luis del Campo N 1,20190308,20190323,,780.644,27.77,4,93,65,,,4__7_A____2_IT_1_4_135__284_TI_I_20,,,,4__7_A__,780.644572132301
436,4_363175_138__290_I,20240628,4,363175,071,7a,1,1,138,,290,8,TI,I,BARRIO DE LA CONCEPCION,28,079,MADRID,A,Calle de Martínez Villergas N 1,20190308,20190323,,976.707,27.77,4,93,154,,,4__7_A____1_IT_1_4_138__290_TI_I_8,,,,4__7_A__,976.708459960471
437,4_363176_138__291_I,20240628,4,363176,071,7a,2,1,138,,291,17,TI,I,BARRIO DE LA CONCEPCION,28,079,MADRID,A,Calle de Martínez Villergas N 1,20190308,20190323,,919.932,27.77,4,93,154,,,4__7_A____2_IT_1_4_138__291_TI_I_17,,,,4__7_A__,919.930073197869
438,4_363175_142__299_I,20240628,4,363175,071,7a,1,1,142,,299,12,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de José Abascal N 65,20190308,20190323,,1100.617,27.77,4,92,223,,,4__7_A____1_IT_1_4_142__299_TI_I_12,,,,4__7_A__,1100.61293486581
439,4_363176_142__300_I,20240628,4,363176,071,7a,2,1,142,,300,13,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de José Abascal N 65,20190308,20190323,,624.625,27.77,4,92,223,,,4__7_A____2_IT_1_4_142__300_TI_I_13,,,,4__7_A__,624.622849479948
440,4_359789_157__330_I,20240628,4,359789,008,8,2,1,157,,330,5,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta de Mar de Cristal N 1,20170622,20170626,,2220.128,43.29,4,92,79,,,4__8_____2_IT_1_4_157__330_TI_I_5,,,,4__8___,2220.13134536624
441,4_359788_157__329_I,20240628,4,359788,008,8,1,1,157,,329,4,TI,I,MAR DE CRISTAL,28,079,MADRID,A,Gta de Mar de Cristal N 1,20170622,20170626,,912.945,43.29,4,92,79,,,4__8_____1_IT_1_4_157__329_TI_I_4,,,,4__8___,912.941612529023
442,4_335631_100__205_I,20240628,4,335631,005,5,1,1,100,,205,29,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20061123,20061124,,933.505,23.38,4,90,1,,,4__5_____1_IT_1_4_100__205_TI_I_29,,,,4__5___,933.50035894303
443,4_335632_100__206_I,20240628,4,335632,005,5,2,1,100,,206,4,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20061123,20061124,,675.907,23.38,4,90,1,,,4__5_____2_IT_1_4_100__206_TI_I_4,,,,4__5___,675.908139072747
444,4_335631_90__184_I,20240628,4,335631,005,5,1,1,90,,184,19,TI,I,LA LATINA,28,079,MADRID,A,Calle de San Millán N 5,20061123,20061124,,754.561,23.38,4,93,248,,,4__5_____1_IT_1_4_90__184_TI_I_19,,,,4__5___,754.56422821764
445,4_335632_90__185_I,20240628,4,335632,005,5,2,1,90,,185,14,TI,I,LA LATINA,28,079,MADRID,A,Calle de San Millán N 5,20061123,20061124,,600.524,23.38,4,93,248,,,4__5_____2_IT_1_4_90__185_TI_I_14,,,,4__5___,600.525793012861
446,4_335631_92__188_I,20240628,4,335631,005,5,1,1,92,,188,21,TI,I,ACACIAS,28,079,MADRID,A,Paseo de las Acacias N 20,20061123,20061124,,888.667,23.38,4,92,10,,,4__5_____1_IT_1_4_92__188_TI_I_21,,,,4__5___,888.665531387234
447,4_335632_92__189_I,20240628,4,335632,005,5,2,1,92,,189,12,TI,I,ACACIAS,28,079,MADRID,A,Paseo de las Acacias N 20,20061123,20061124,,555.009,23.38,4,92,10,,,4__5_____2_IT_1_4_92__189_TI_I_12,,,,4__5___,555.007227916653
448,4_362764_106__219_I,20240628,4,362764,061,6-1,1,1,106,,219,3,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 2,20181129,20181201,,894.247,25.65,4,92,16,,,4__6_1____1_IT_1_4_106__219_TI_I_3,,,,4__6_1__,894.246670579987
449,4_362765_106__220_I,20240628,4,362765,062,6-2,1,1,106,,220,27,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 2,20181129,20181201,,765.195,25.57,4,92,16,,,4__6_2____1_IT_1_4_106__220_TI_I_27,,,,4__6_2__,765.19202100918
450,4_362764_109__227_I,20240628,4,362764,061,6-1,1,1,109,,227,6,TI,I,USERA,28,079,MADRID,A,Calle de Amparo Usera N 44,20181129,20181201,,958.909,25.65,4,93,359,,,4__6_1____1_IT_1_4_109__227_TI_I_6,,,,4__6_1__,958.906146696288
451,4_362765_109__228_I,20240628,4,362765,062,6-2,1,1,109,,228,24,TI,I,USERA,28,079,MADRID,A,Calle de Amparo Usera N 44,20181129,20181201,,988.769,25.57,4,93,359,,,4__6_2____1_IT_1_4_109__228_TI_I_24,,,,4__6_2__,988.765913699013
452,4_363175_151__317_I,20240628,4,363175,071,7a,1,1,151,,317,21,TI,I,AVENIDA DE LA ILUSTRACION,28,079,MADRID,A,Calle de las Islas Cíes N 23,20190308,20190323,,549.275,27.77,4,93,147,,,4__7_A____1_IT_1_4_151__317_TI_I_21,,,,4__7_A__,549.278528528722
453,4_363176_151__318_I,20240628,4,363176,071,7a,2,1,151,,318,4,TI,I,AVENIDA DE LA ILUSTRACION,28,079,MADRID,A,Calle de las Islas Cíes N 23,20190308,20190323,,678.63,27.77,4,93,147,,,4__7_A____2_IT_1_4_151__318_TI_I_4,,,,4__7_A__,678.632991204637
454,4_359789_156__328_I,20240628,4,359789,008,8,2,1,156,,328,7,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 258,20170622,20170626,,2872.835,43.29,4,93,77,,,4__8_____2_IT_1_4_156__328_TI_I_7,,,,4__8___,2872.82603722627
455,4_359788_156__327_I,20240628,4,359788,008,8,1,1,156,,327,2,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 258,20170622,20170626,,2216.288,43.29,4,93,77,,,4__8_____1_IT_1_4_156__327_TI_I_2,,,,4__8___,2216.28784865968
456,4_363175_148__311_I,20240628,4,363175,071,7a,1,1,148,,311,18,TI,I,VALDEZARZA,28,079,MADRID,A,Calle de San Restituto N 70,20190308,20190323,,1201.128,27.77,4,93,365,,,4__7_A____1_IT_1_4_148__311_TI_I_18,,,,4__7_A__,1201.13154363721
457,4_363176_148__312_I,20240628,4,363176,071,7a,2,1,148,,312,7,TI,I,VALDEZARZA,28,079,MADRID,A,Calle de San Restituto N 70,20190308,20190323,,874.341,27.77,4,93,365,,,4__7_A____2_IT_1_4_148__312_TI_I_7,,,,4__7_A__,874.34247776902
458,4_359789_155__326_C,20240628,4,359789,008,8,2,1,155,,326,8,TI,C,NUEVOS MINISTERIOS,28,079,MADRID,A,Paseo de la Castellana N 65,20170622,20170626,,2209.32,43.29,4,90,71,,,4__8_____2_IT_1_4_155__326_TI_C_8,,,,4__8___,2209.31954276073
