OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,Shape__Length
89,4_367770_27__58_I,20240628,4,367770,001,1,1,1,27,,58,30,TI,I,CONGOSTO,28,079,MADRID,A,Calle del Congosto N 48,20220217,20220131,,804.115683007007,22.96,4,93,176,,,4__1_____1_IT_1_4_27__58_TI_I_30,,,,4__1___,804.119031966033
90,4_335631_74__152_I,20240628,4,335631,005,5,1,1,74,,152,3,TI,I,CANILLEJAS,28,079,MADRID,A,Calle de Alcalá N 631,20061123,20061124,,1419.7351,23.38,4,91,6,,,4__5_____1_IT_1_4_74__152_TI_I_3,,,,4__5___,1419.73378634605
91,4_335632_74__153_I,20240628,4,335632,005,5,2,1,74,,153,30,TI,I,CANILLEJAS,28,079,MADRID,A,Calle de Alcalá N 631,20061123,20061124,,983.497,23.38,4,91,6,,,4__5_____2_IT_1_4_74__153_TI_I_30,,,,4__5___,983.496102530407
92,4_335631_75__154_I,20240628,4,335631,005,5,1,1,75,,154,4,TI,I,TORRE ARIAS,28,079,MADRID,A,Calle de Alcalá N 557,20061123,20061124,,985.045,23.38,4,93,350,,,4__5_____1_IT_1_4_75__154_TI_I_4,,,,4__5___,985.044565906501
93,4_335632_75__155_I,20240628,4,335632,005,5,2,1,75,,155,29,TI,I,TORRE ARIAS,28,079,MADRID,A,Calle de Alcalá N 557,20061123,20061124,,784.431,23.38,4,93,350,,,4__5_____2_IT_1_4_75__155_TI_I_29,,,,4__5___,784.430956208906
94,4_335631_76__156_I,20240628,4,335631,005,5,1,1,76,,156,5,TI,I,SUANZES,28,079,MADRID,A,Calle de Alcalá N 527,20061123,20061124,,785.008,23.38,4,93,347,,,4__5_____1_IT_1_4_76__156_TI_I_5,,,,4__5___,785.007914810166
95,4_335632_76__157_I,20240628,4,335632,005,5,2,1,76,,157,28,TI,I,SUANZES,28,079,MADRID,A,Calle de Alcalá N 527,20061123,20061124,,943.435,23.38,4,93,347,,,4__5_____2_IT_1_4_76__157_TI_I_28,,,,4__5___,943.432512793331
96,4_335631_77__158_I,20240628,4,335631,005,5,1,1,77,,158,6,TI,I,CIUDAD LINEAL,28,079,MADRID,A,Calle de Arturo Soria N 2,20061123,20061124,,943.039,23.38,4,91,7,,,4__5_____1_IT_1_4_77__158_TI_I_6,,,,4__5___,943.036459532046
97,4_335632_77__159_I,20240628,4,335632,005,5,2,1,77,,159,27,TI,I,CIUDAD LINEAL,28,079,MADRID,A,Calle de Arturo Soria N 2,20061123,20061124,,540.268,23.38,4,91,7,,,4__5_____2_IT_1_4_77__159_TI_I_27,,,,4__5___,540.266493304943
98,4_335631_78__160_I,20240628,4,335631,005,5,1,1,78,,160,7,TI,I,PUEBLO NUEVO,28,079,MADRID,A,Calle de Alcalá N 372,20061123,20061124,,539.239,23.38,4,93,305,,,4__5_____1_IT_1_4_78__160_TI_I_7,,,,4__5___,539.23727773995
99,4_335632_78__161_I,20240628,4,335632,005,5,2,1,78,,161,26,TI,I,PUEBLO NUEVO,28,079,MADRID,A,Calle de Alcalá N 372,20061123,20061124,,529.166,23.38,4,93,305,,,4__5_____2_IT_1_4_78__161_TI_I_26,,,,4__5___,529.165057730947
100,4_335631_79__162_I,20240628,4,335631,005,5,1,1,79,,162,8,TI,I,QUINTANA,28,079,MADRID,A,Calle de la Virgen del Sagrario N 2,20061123,20061124,,530.192,23.38,4,93,310,,,4__5_____1_IT_1_4_79__162_TI_I_8,,,,4__5___,530.190849206138
101,4_335632_79__163_I,20240628,4,335632,005,5,2,1,79,,163,25,TI,I,QUINTANA,28,079,MADRID,A,Calle de la Virgen del Sagrario N 2,20061123,20061124,,713.243,23.38,4,93,310,,,4__5_____2_IT_1_4_79__163_TI_I_25,,,,4__5___,713.24014627895
102,4_335631_80__164_I,20240628,4,335631,005,5,1,1,80,,164,9,TI,I,EL CARMEN,28,079,MADRID,A,Calle de Raquel Méller N 2,20061123,20061124,,713.966,23.38,4,93,203,,,4__5_____1_IT_1_4_80__164_TI_I_9,,,,4__5___,713.963535359258
103,4_335632_80__165_I,20240628,4,335632,005,5,2,1,80,,165,24,TI,I,EL CARMEN,28,079,MADRID,A,Calle de Raquel Méller N 2,20061123,20061124,,694.314,23.38,4,93,203,,,4__5_____2_IT_1_4_80__165_TI_I_24,,,,4__5___,694.312030678378
104,4_335631_81__166_I,20240628,4,335631,005,5,1,1,81,,166,10,TI,I,VENTAS,28,079,MADRID,A,Calle de Alcalá N 204,20061123,20061124,,697.93,23.38,4,93,367,,,4__5_____1_IT_1_4_81__166_TI_I_10,,,,4__5___,697.92834029729
105,4_335632_81__167_I,20240628,4,335632,005,5,2,1,81,,167,23,TI,I,VENTAS,28,079,MADRID,A,Calle de Alcalá N 204,20061123,20061124,,877.005,23.38,4,93,367,,,4__5_____2_IT_1_4_81__167_TI_I_23,,,,4__5___,877.002728056787
106,4_335631_83__170_I,20240628,4,335631,005,5,1,1,83,,170,12,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Calle de Juan Bravo N 20,20061123,20061124,,669.974,23.38,4,93,283,,,4__5_____1_IT_1_4_83__170_TI_I_12,,,,4__5___,669.972431509919
107,4_335632_83__171_I,20240628,4,335632,005,5,2,1,83,,171,21,TI,I,NUÑEZ DE BALBOA,28,079,MADRID,A,Calle de Juan Bravo N 20,20061123,20061124,,668.393,23.38,4,93,283,,,4__5_____2_IT_1_4_83__171_TI_I_21,,,,4__5___,668.391017286835
108,4_335631_84__172_I,20240628,4,335631,005,5,1,1,84,,172,13,TI,I,RUBEN DARIO,28,079,MADRID,A,Paseo de Eduardo Dato N 33,20061123,20061124,,667.161,23.38,4,93,323,,,4__5_____1_IT_1_4_84__172_TI_I_13,,,,4__5___,667.158570224248
109,4_335632_84__173_I,20240628,4,335632,005,5,2,1,84,,173,20,TI,I,RUBEN DARIO,28,079,MADRID,A,Paseo de Eduardo Dato N 33,20061123,20061124,,704.856,23.38,4,93,323,,,4__5_____2_IT_1_4_84__173_TI_I_20,,,,4__5___,704.857276616896
110,4_335631_85__174_I,20240628,4,335631,005,5,1,1,85,,174,14,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Almagro N 4,20061123,20061124,,700.584,23.38,4,92,133,,,4__5_____1_IT_1_4_85__174_TI_I_14,,,,4__5___,700.585495774549
111,4_335632_85__175_I,20240628,4,335632,005,5,2,1,85,,175,19,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Almagro N 4,20061123,20061124,,713.881,23.38,4,92,133,,,4__5_____2_IT_1_4_85__175_TI_I_19,,,,4__5___,713.883337706386
112,4_335631_86__176_I,20240628,4,335631,005,5,1,1,86,,176,15,TI,I,CHUECA,28,079,MADRID,A,Plaza de Chueca N 7,20061123,20061124,,712.497,23.38,4,93,170,,,4__5_____1_IT_1_4_86__176_TI_I_15,,,,4__5___,712.500047720176
113,4_335632_86__177_I,20240628,4,335632,005,5,2,1,86,,177,18,TI,I,CHUECA,28,079,MADRID,A,Plaza de Chueca N 7,20061123,20061124,,463.803,23.38,4,93,170,,,4__5_____2_IT_1_4_86__177_TI_I_18,,,,4__5___,463.802965742116
114,4_335631_87__178_I,20240628,4,335631,005,5,1,1,87,,178,16,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20061123,20061124,,469.881,23.38,4,93,222,,,4__5_____1_IT_1_4_87__178_TI_I_16,,,,4__5___,469.881670512871
115,4_335632_87__179_I,20240628,4,335632,005,5,2,1,87,,179,17,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20061123,20061124,,342.979,23.38,4,93,222,,,4__5_____2_IT_1_4_87__179_TI_I_17,,,,4__5___,342.977870132187
116,4_336230_44__92_I,20240628,4,336230,003,3,1,1,44,,92,9,TI,I,DELICIAS,28,079,MADRID,A,Paseo de las Delicias N 60,20070419,20070421,,738.111558332,24.99,4,92,181,,,4__3_____1_IT_1_4_44__92_TI_I_9,,,,4__3___,738.115409488124
117,4_336231_44__93_I,20240628,4,336231,003,3,2,1,44,,93,10,TI,I,DELICIAS,28,079,MADRID,A,Paseo de las Delicias N 60,20070419,20070421,,539.501809962922,24.99,4,92,181,,,4__3_____2_IT_1_4_44__93_TI_I_10,,,,4__3___,539.503303472554
118,4_336230_45__94_I,20240628,4,336230,003,3,1,1,45,,94,10,TI,I,PALOS DE LA FRONTERA,28,079,MADRID,A,Calle de Palos de la Frontera N 33,20070419,20070421,,532.812252203822,24.99,4,93,287,,,4__3_____1_IT_1_4_45__94_TI_I_10,,,,4__3___,532.813781437651
119,4_336231_45__95_I,20240628,4,336231,003,3,2,1,45,,95,9,TI,I,PALOS DE LA FRONTERA,28,079,MADRID,A,Calle de Palos de la Frontera N 33,20070419,20070421,,772.840831891391,24.99,4,93,287,,,4__3_____2_IT_1_4_45__95_TI_I_9,,,,4__3___,772.839333580914
120,4_336230_46__96_I,20240628,4,336230,003,3,1,1,46,,96,11,TI,I,EMBAJADORES,28,079,MADRID,A,Gta de Embajadores N 10,20070419,20070421,,779.545767460873,24.99,4,92,10,,,4__3_____1_IT_1_4_46__96_TI_I_11,,,,4__3___,779.544164475388
121,4_336231_46__97_I,20240628,4,336231,003,3,2,1,46,,97,8,TI,I,EMBAJADORES,28,079,MADRID,A,Gta de Embajadores N 10,20070419,20070421,,460.11580961564,24.99,4,92,10,,,4__3_____2_IT_1_4_46__97_TI_I_8,,,,4__3___,460.117166382117
122,4_336230_48__100_I,20240628,4,336230,003,3,1,1,48,,100,13,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20070419,20070421,,952.862648622358,24.99,4,90,58,,,4__3_____1_IT_1_4_48__100_TI_I_13,,,,4__3___,952.867241279589
123,4_336231_48__101_I,20240628,4,336231,003,3,2,1,48,,101,6,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20070419,20070421,,450.649221475184,24.99,4,90,58,,,4__3_____2_IT_1_4_48__101_TI_I_6,,,,4__3___,450.65091744097
124,4_336230_49__102_I,20240628,4,336230,003,3,1,1,49,,102,14,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20070419,20070421,,450.74735397638,24.99,4,91,62,,,4__3_____1_IT_1_4_49__102_TI_I_14,,,,4__3___,450.74905756733
125,4_336231_49__103_I,20240628,4,336231,003,3,2,1,49,,103,5,TI,I,CALLAO,28,079,MADRID,A,Plaza del Callao N 3,20070419,20070421,,567.048156411944,24.99,4,91,62,,,4__3_____2_IT_1_4_49__103_TI_I_5,,,,4__3___,567.048072240641
126,4_336230_51__106_I,20240628,4,336230,003,3,1,1,51,,106,16,TI,I,VENTURA RODRIGUEZ,28,079,MADRID,A,Calle de la Princesa N 22,20070419,20070421,,461.140040132393,24.99,4,93,369,,,4__3_____1_IT_1_4_51__106_TI_I_16,,,,4__3___,461.141837239918
127,4_336231_51__107_I,20240628,4,336231,003,3,2,1,51,,107,3,TI,I,VENTURA RODRIGUEZ,28,079,MADRID,A,Calle de la Princesa N 22,20070419,20070421,,459.936210904174,24.99,4,93,369,,,4__3_____2_IT_1_4_51__107_TI_I_3,,,,4__3___,459.937897517954
128,4_336230_43__90_I,20240628,4,336230,003,3,1,1,43,,90,8,TI,I,LEGAZPI,28,079,MADRID,A,Plaza de Legazpi N 2B,20070419,20070421,,1065.5137,24.99,4,92,11,,,4__3_____1_IT_1_4_43__90_TI_I_8,,,,4__3___,1065.51601272499
129,4_336231_43__91_I,20240628,4,336231,003,3,2,1,43,,91,11,TI,I,LEGAZPI,28,079,MADRID,A,Plaza de Legazpi N 2B,20070419,20070421,,738.235711858957,24.99,4,92,11,,,4__3_____2_IT_1_4_43__91_TI_I_11,,,,4__3___,738.239585173604
130,4_336230_53__110_T,20240628,4,336230,003,3,1,1,53,,110,18,TI,T,MONCLOA,28,079,MADRID,A,Plaza de la Moncloa N 1,20070419,20070421,,632.8537,24.99,4,90,14,,,4__3_____1_IT_1_4_53__110_TI_T_18,,,,4__3___,632.854940811667
131,4_336193_54__113_C,20240628,4,336193,004,4,2,1,54,,113,23,TI,C,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20070410,20070411,,814.9617,22.42,4,93,68,,,4__4_____2_IT_1_4_54__113_TI_C_23,,,,4__4___,814.957818784196
132,4_336192_56__116_I,20240628,4,336192,004,4,1,1,56,,116,3,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 5,20070410,20070411,,389.764444498609,22.42,4,93,160,,,4__4_____1_IT_1_4_56__116_TI_I_3,,,,4__4___,389.762744761698
133,4_336193_56__117_I,20240628,4,336193,004,4,2,1,56,,117,21,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 5,20070410,20070411,,446.02,22.42,4,93,160,,,4__4_____2_IT_1_4_56__117_TI_I_21,,,,4__4___,446.0184674635
134,4_336192_57__118_I,20240628,4,336192,004,4,1,1,57,,118,4,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Plaza de Alonso Martínez N 4,20070410,20070411,,446.976218515561,22.42,4,92,133,,,4__4_____1_IT_1_4_57__118_TI_I_4,,,,4__4___,446.974525879299
135,4_336193_57__119_I,20240628,4,336193,004,4,2,1,57,,119,20,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Plaza de Alonso Martínez N 4,20070410,20070411,,368.236,22.42,4,92,133,,,4__4_____2_IT_1_4_57__119_TI_I_20,,,,4__4___,368.236633710744
136,4_336192_59__122_I,20240628,4,336192,004,4,1,1,59,,122,6,TI,I,SERRANO,28,079,MADRID,A,Calle de Goya N 19,20070410,20070411,,497.659,22.42,4,93,344,,,4__4_____1_IT_1_4_59__122_TI_I_6,,,,4__4___,497.657722446825
137,4_336193_59__123_I,20240628,4,336193,004,4,2,1,59,,123,18,TI,I,SERRANO,28,079,MADRID,A,Calle de Goya N 19,20070410,20070411,,362.515,22.42,4,93,344,,,4__4_____2_IT_1_4_59__123_TI_I_18,,,,4__4___,362.513649985273
138,4_344339_36__76_I,20240628,4,344339,002,2,1,1,36,,76,14,TI,I,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20110311,20110316,,505.944,24.22,4,92,31,,,4__2_____1_IT_1_4_36__76_TI_I_14,,,,4__2___,505.943026233578
139,4_344340_36__77_I,20240628,4,344340,002,2,2,1,36,,77,7,TI,I,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20110311,20110316,,429.916,24.22,4,92,31,,,4__2_____2_IT_1_4_36__77_TI_I_7,,,,4__2___,429.917546624496
140,4_367771_22__48_I,20240628,4,367771,001,1,2,1,22,,48,9,TI,I,BUENOS AIRES,28,079,MADRID,A,Avda de la Albufera N 179,20220217,20220131,,652.304820886954,22.96,4,93,50,,,4__1_____2_IT_1_4_22__48_TI_I_9,,,,4__1___,652.304071398401
141,4_367770_22__47_I,20240628,4,367770,001,1,1,1,22,,47,25,TI,I,BUENOS AIRES,28,079,MADRID,A,Avda de la Albufera N 179,20220217,20220131,,557.872010656952,22.96,4,93,50,,,4__1_____1_IT_1_4_22__47_TI_I_25,,,,4__1___,557.871390754033
142,4_367771_24__52_I,20240628,4,367771,001,1,2,1,24,,52,7,TI,I,MIGUEL HERNANDEZ,28,079,MADRID,A,Calle de León Felipe N 4A,20220217,20220131,,1343.05274455404,22.96,4,93,274,,,4__1_____2_IT_1_4_24__52_TI_I_7,,,,4__1___,1343.0533165365
143,4_367770_24__51_I,20240628,4,367770,001,1,1,1,24,,51,27,TI,I,MIGUEL HERNANDEZ,28,079,MADRID,A,Calle de León Felipe N 4A,20220217,20220131,,627.765533978312,22.96,4,93,274,,,4__1_____1_IT_1_4_24__51_TI_I_27,,,,4__1___,627.766049564204
144,4_344339_38__80_I,20240628,4,344339,002,2,1,1,38,,80,16,TI,I,NOVICIADO,28,079,MADRID,A,Calle de San Bernardo N 49,20110311,20110316,,401.712,24.22,4,93,280,,,4__2_____1_IT_1_4_38__80_TI_I_16,,,,4__2___,401.714714125453
145,4_344340_38__81_I,20240628,4,344340,002,2,2,1,38,,81,5,TI,I,NOVICIADO,28,079,MADRID,A,Calle de San Bernardo N 49,20110311,20110316,,626.276,24.22,4,93,280,,,4__2_____2_IT_1_4_38__81_TI_I_5,,,,4__2___,626.279256261116
146,4_344339_39__82_I,20240628,4,344339,002,2,1,1,39,,82,17,TI,I,SAN BERNARDO,28,079,MADRID,A,Calle de San Bernardo N 94,20110311,20110316,,627.705,24.22,4,93,325,,,4__2_____1_IT_1_4_39__82_TI_I_17,,,,4__2___,627.70809851537
147,4_344340_39__83_I,20240628,4,344340,002,2,2,1,39,,83,4,TI,I,SAN BERNARDO,28,079,MADRID,A,Calle de San Bernardo N 94,20110311,20110316,,297.348,24.22,4,93,325,,,4__2_____2_IT_1_4_39__83_TI_I_4,,,,4__2___,297.349653941997
148,4_344339_41__86_I,20240628,4,344339,002,2,1,1,41,,86,19,TI,I,CANAL,28,079,MADRID,A,Calle de Bravo Murillo N 40,20110311,20110316,,706.852,24.22,4,93,163,,,4__2_____1_IT_1_4_41__86_TI_I_19,,,,4__2___,706.856626210446
149,4_344340_41__87_I,20240628,4,344340,002,2,2,1,41,,87,2,TI,I,CANAL,28,079,MADRID,A,Calle de Bravo Murillo N 40,20110311,20110316,,748.109,24.22,4,93,163,,,4__2_____2_IT_1_4_41__87_TI_I_2,,,,4__2___,748.11356855731
150,4_344339_28__60_I,20240628,4,344339,002,2,1,1,28,,60,6,TI,I,VENTAS,28,079,MADRID,A,Calle de Alcalá N 204,20110311,20110316,,1275.527,24.22,4,93,367,,,4__2_____1_IT_1_4_28__60_TI_I_6,,,,4__2___,1275.52595632106
151,4_344340_28__61_I,20240628,4,344340,002,2,2,1,28,,61,15,TI,I,VENTAS,28,079,MADRID,A,Calle de Alcalá N 204,20110311,20110316,,628.374,24.22,4,93,367,,,4__2_____2_IT_1_4_28__61_TI_I_15,,,,4__2___,628.372978430113
152,4_344339_29__62_I,20240628,4,344339,002,2,1,1,29,,62,7,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,20110311,20110316,,627.83,24.22,4,91,41,,,4__2_____1_IT_1_4_29__62_TI_I_7,,,,4__2___,627.829124447457
153,4_344340_29__63_I,20240628,4,344340,002,2,2,1,29,,63,14,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,20110311,20110316,,629.646,24.22,4,91,41,,,4__2_____2_IT_1_4_29__63_TI_I_14,,,,4__2___,629.644749085366
154,4_344339_31__66_I,20240628,4,344339,002,2,1,1,31,,66,9,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle de Alcalá N 123,20110311,20110316,,407.951,24.22,4,93,301,,,4__2_____1_IT_1_4_31__66_TI_I_9,,,,4__2___,407.949707721386
155,4_344340_31__67_I,20240628,4,344340,002,2,2,1,31,,67,12,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle de Alcalá N 123,20110311,20110316,,542.249,24.22,4,93,301,,,4__2_____2_IT_1_4_31__67_TI_I_12,,,,4__2___,542.247224299373
156,4_344339_32__68_I,20240628,4,344339,002,2,1,1,32,,68,10,TI,I,RETIRO,28,079,MADRID,A,Calle de Alcalá N 81,20110311,20110316,,543.72,24.22,4,93,314,,,4__2_____1_IT_1_4_32__68_TI_I_10,,,,4__2___,543.718966260797
157,4_344340_32__69_I,20240628,4,344340,002,2,2,1,32,,69,11,TI,I,RETIRO,28,079,MADRID,A,Calle de Alcalá N 81,20110311,20110316,,747.165,24.22,4,93,314,,,4__2_____2_IT_1_4_32__69_TI_I_11,,,,4__2___,747.161870879386
158,4_344339_35__74_I,20240628,4,344339,002,2,1,1,35,,74,13,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20110311,20110316,,339.782,24.22,4,90,58,,,4__2_____1_IT_1_4_35__74_TI_I_13,,,,4__2___,339.781175234325
159,4_344340_35__75_I,20240628,4,344340,002,2,2,1,35,,75,8,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20110311,20110316,,501.307,24.22,4,90,58,,,4__2_____2_IT_1_4_35__75_TI_I_8,,,,4__2___,501.306025328497
160,4_283064_238__3_T,20240628,4,283064,ROP,R,1,1,238,,3,2,TI,T,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,19990520,19941223,,994.453,19.001,4,90,18,,,4__R_____1_IT_1_4_238__3_TI_T_2,,,,4__R___,994.450222096622
161,4_367770_1__5_I,20240628,4,367770,001,1,1,1,1,,5,4,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20220217,20220131,,1190.463,22.96,4,90,21,,,4__1_____1_IT_1_4_1__5_TI_I_4,,,,4__1___,1190.46514606909
162,4_367771_1__6_I,20240628,4,367771,001,1,2,1,1,,6,30,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20220217,20220131,,512.648642178941,22.96,4,90,21,,,4__1_____2_IT_1_4_1__6_TI_I_30,,,,4__1___,512.646400579256
163,4_367770_2__7_I,20240628,4,367770,001,1,1,1,2,,7,5,TI,I,VALDEACEDERAS,28,079,MADRID,A,Calle de Bravo Murillo N 332,20220217,20220131,,514.395281290021,22.96,4,93,360,,,4__1_____1_IT_1_4_2__7_TI_I_5,,,,4__1___,514.393041701613
164,4_367771_2__8_I,20240628,4,367771,001,1,2,1,2,,8,29,TI,I,VALDEACEDERAS,28,079,MADRID,A,Calle de Bravo Murillo N 332,20220217,20220131,,562.896386764196,22.96,4,93,360,,,4__1_____2_IT_1_4_2__8_TI_I_29,,,,4__1___,562.896564989
165,4_367770_4__11_I,20240628,4,367770,001,1,1,1,4,,11,7,TI,I,ESTRECHO,28,079,MADRID,A,Calle de Bravo Murillo N 191,20220217,20220131,,755.642790028494,22.96,4,93,72,,,4__1_____1_IT_1_4_4__11_TI_I_7,,,,4__1___,755.643798023533
166,4_367771_4__12_I,20240628,4,367771,001,1,2,1,4,,12,27,TI,I,ESTRECHO,28,079,MADRID,A,Calle de Bravo Murillo N 191,20220217,20220131,,537.544843317246,22.96,4,93,72,,,4__1_____2_IT_1_4_4__12_TI_I_27,,,,4__1___,537.547517289695
167,4_367770_6__15_I,20240628,4,367770,001,1,1,1,6,,15,9,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 2,20220217,20220131,,448.179819419585,22.96,4,91,40,,,4__1_____1_IT_1_4_6__15_TI_I_9,,,,4__1___,448.182066521514
168,4_367771_6__16_I,20240628,4,367771,001,1,2,1,6,,16,25,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 2,20220217,20220131,,508.845996173937,22.96,4,91,40,,,4__1_____2_IT_1_4_6__16_TI_I_25,,,,4__1___,508.848656633851
169,4_367770_7__17_I,20240628,4,367770,001,1,1,1,7,,17,10,TI,I,RIOS ROSAS,28,079,MADRID,A,Calle de Ríos Rosas N 22,20220217,20220131,,510.403207934831,22.96,4,93,316,,,4__1_____1_IT_1_4_7__17_TI_I_10,,,,4__1___,510.405908267272
170,4_367771_7__18_I,20240628,4,367771,001,1,2,1,7,,18,24,TI,I,RIOS ROSAS,28,079,MADRID,A,Calle de Ríos Rosas N 22,20220217,20220131,,745.688417126245,22.96,4,93,316,,,4__1_____2_IT_1_4_7__18_TI_I_24,,,,4__1___,745.69213290907
171,4_367770_9__21_I,20240628,4,367770,001,1,1,1,9,,21,12,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 2,20220217,20220131,,715.985986487508,22.96,4,93,160,,,4__1_____1_IT_1_4_9__21_TI_I_12,,,,4__1___,715.987441286055
172,4_367771_9__22_I,20240628,4,367771,001,1,2,1,9,,22,22,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 2,20220217,20220131,,463.782249025705,22.96,4,93,160,,,4__1_____2_IT_1_4_9__22_TI_I_22,,,,4__1___,463.783897310801
173,4_367770_10__23_I,20240628,4,367770,001,1,1,1,10,,23,13,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de Fuencarral N 81,20220217,20220131,,459.654038249673,22.96,4,92,355,,,4__1_____1_IT_1_4_10__23_TI_I_13,,,,4__1___,459.655618806349
174,4_367771_10__24_I,20240628,4,367771,001,1,2,1,10,,24,21,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de Fuencarral N 81,20220217,20220131,,710.625568014354,22.96,4,92,355,,,4__1_____2_IT_1_4_10__24_TI_I_21,,,,4__1___,710.629061033821
175,4_367770_11__25_I,20240628,4,367770,001,1,1,1,11,,25,14,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20220217,20220131,,712.569829882504,22.96,4,93,222,,,4__1_____1_IT_1_4_11__25_TI_I_14,,,,4__1___,712.573279414478
176,4_367771_11__26_I,20240628,4,367771,001,1,2,1,11,,26,20,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20220217,20220131,,340.243529150148,22.96,4,93,222,,,4__1_____2_IT_1_4_11__26_TI_I_20,,,,4__1___,340.244812908804
177,4_367770_12__27_I,20240628,4,367770,001,1,1,1,12,,27,15,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20220217,20220131,,331.172249805635,22.96,4,90,58,,,4__1_____1_IT_1_4_12__27_TI_I_15,,,,4__1___,331.173525687437
178,4_367771_12__28_I,20240628,4,367771,001,1,2,1,12,,28,19,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20220217,20220131,,655.299125693662,22.96,4,90,58,,,4__1_____2_IT_1_4_12__28_TI_I_19,,,,4__1___,655.300172458304
179,4_367770_13__29_I,20240628,4,367770,001,1,1,1,13,,29,16,TI,I,TIRSO DE MOLINA,28,079,MADRID,A,Plaza de Tirso de Molina N 7,20220217,20220131,,655.275158437598,22.96,4,92,349,,,4__1_____1_IT_1_4_13__29_TI_I_16,,,,4__1___,655.276244479191
180,4_367771_13__30_I,20240628,4,367771,001,1,2,1,13,,30,18,TI,I,TIRSO DE MOLINA,28,079,MADRID,A,Plaza de Tirso de Molina N 7,20220217,20220131,,502.131526121804,22.96,4,92,349,,,4__1_____2_IT_1_4_13__30_TI_I_18,,,,4__1___,502.129290236135
181,4_367770_14__31_I,20240628,4,367770,001,1,1,1,14,,31,17,TI,I,ANTON MARTIN,28,079,MADRID,A,Calle de Atocha N 50,20220217,20220131,,505.299443064092,22.96,4,93,138,,,4__1_____1_IT_1_4_14__31_TI_I_17,,,,4__1___,505.297232958552
182,4_367771_14__32_I,20240628,4,367771,001,1,2,1,14,,32,17,TI,I,ANTON MARTIN,28,079,MADRID,A,Calle de Atocha N 50,20220217,20220131,,674.97041171307,22.96,4,93,138,,,4__1_____2_IT_1_4_14__32_TI_I_17,,,,4__1___,674.9692992054
